Posicao,Time,Rodada_atual,Vitorias,Empates,Derrotas,Saldo_gols,Pontuacao,Temporada,Ranking_cbf,Valor_time,Gols_marcados,Gols_sofridos,Taxa_gols,Aproveitamento
1,Corinthians SP,26,16,7,3,21,55,2017,14428,49.5,36,15,2.4,0.7051282051282052
2,Santos FC,26,13,8,5,11,47,2017,14574,54.35,27,16,1.688,0.6025641025641025
3,Grêmio Porto Alegre,26,14,4,8,19,46,2017,15028,59.45,41,22,1.864,0.5897435897435898
4,Palmeiras,26,13,4,9,9,43,2017,14720,67.4,36,27,1.333,0.5512820512820513
5,Cruzeiro,26,11,8,7,9,41,2017,14202,74.83,32,23,1.391,0.5256410256410257
6,Botafogo - RJ,26,11,7,8,6,40,2017,10936,30.2,34,28,1.214,0.5128205128205128
7,Flamengo RJ,26,10,9,7,9,39,2017,11952,84.08,34,25,1.36,0.5
8,Athletico Paranaense,26,9,7,10,-1,34,2017,11012,43.68,29,30,0.967,0.4358974358974359
9,Atlético Mineiro,26,9,7,10,-2,34,2017,14320,78.1,29,31,0.935,0.4358974358974359
10,Vasco da Gama,26,9,6,11,-11,33,2017,10040,35.85,26,37,0.703,0.4230769230769231
11,Vitória - BA,26,9,5,12,-6,32,2017,7547,38.75,32,38,0.842,0.41025641025641024
12,Chapecoense,26,9,5,12,-8,32,2017,7596,36.93,30,38,0.789,0.41025641025641024
13,Bahia - BA,26,8,7,11,-1,31,2017,6698,34.25,32,33,0.97,0.3974358974358974
14,Fluminense RJ,26,7,10,9,-2,31,2017,11628,36.55,34,36,0.944,0.3974358974358974
15,São Paulo FC,26,8,7,11,-3,31,2017,12430,92.05,34,37,0.919,0.3974358974358974
16,Ponte Preta,26,8,7,11,-6,31,2017,9076,33.45,27,33,0.818,0.3974358974358974
17,Sport - PE,26,8,6,12,-7,30,2017,8019,42.9,31,38,0.816,0.38461538461538464
18,Avaí - SC,26,7,9,10,-14,30,2017,5894,4.9,16,30,0.533,0.38461538461538464
19,Coritiba FC,26,7,7,12,-8,28,2017,9414,30.08,25,33,0.758,0.358974358974359
20,Atlético Goianiense,26,7,4,15,-15,25,2017,5443,14.9,25,40,0.625,0.32051282051282054
1,Corinthians SP,27,17,7,3,23,58,2017,14428,49.5,39,16,2.438,0.7160493827160493
2,Santos FC,27,13,9,5,11,48,2017,14574,54.35,28,17,1.647,0.5925925925925926
3,Grêmio Porto Alegre,27,14,4,9,18,46,2017,15028,59.45,41,23,1.783,0.5679012345679012
4,Cruzeiro,27,12,8,7,10,44,2017,14202,74.83,33,23,1.435,0.5432098765432098
5,Palmeiras,27,13,5,9,9,44,2017,14720,67.4,38,29,1.31,0.5432098765432098
6,Botafogo - RJ,27,12,7,8,7,43,2017,10936,30.2,36,29,1.241,0.5308641975308642
7,Flamengo RJ,27,10,10,7,9,40,2017,11952,84.08,35,26,1.346,0.49382716049382713
8,Atlético Mineiro,27,10,7,10,-1,37,2017,14320,78.1,30,31,0.968,0.4567901234567901
9,Vasco da Gama,27,10,6,11,-10,36,2017,10040,35.85,28,38,0.737,0.4444444444444444
10,Athletico Paranaense,27,9,8,10,-1,35,2017,11012,43.68,31,32,0.969,0.43209876543209874
11,Sport - PE,27,9,6,12,-6,33,2017,8019,42.9,33,39,0.846,0.4074074074074074
12,Bahia - BA,27,8,8,11,-1,32,2017,6698,34.25,34,35,0.971,0.3950617283950617
13,Fluminense RJ,27,7,11,9,-2,32,2017,11628,36.55,35,37,0.946,0.3950617283950617
14,Ponte Preta,27,8,8,11,-6,32,2017,9076,33.45,28,34,0.824,0.3950617283950617
15,Vitória - BA,27,9,5,13,-7,32,2017,7547,38.75,33,40,0.825,0.3950617283950617
16,Chapecoense,27,9,5,13,-9,32,2017,7596,36.93,31,40,0.775,0.3950617283950617
17,São Paulo FC,27,8,7,12,-4,31,2017,12430,92.05,34,38,0.895,0.38271604938271603
18,Avaí - SC,27,7,9,11,-15,30,2017,5894,4.9,17,32,0.531,0.37037037037037035
19,Coritiba FC,27,7,7,13,-10,28,2017,9414,30.08,26,36,0.722,0.345679012345679
20,Atlético Goianiense,27,7,5,15,-15,26,2017,5443,14.9,27,42,0.643,0.32098765432098764
1,Corinthians SP,28,17,7,4,21,58,2017,14428,49.5,39,18,2.167,0.6904761904761905
2,Grêmio Porto Alegre,28,15,4,9,19,49,2017,15028,59.45,42,23,1.826,0.5833333333333334
3,Santos FC,28,13,10,5,11,49,2017,14574,54.35,30,19,1.579,0.5833333333333334
4,Palmeiras,28,14,5,9,11,47,2017,14720,67.4,41,30,1.367,0.5595238095238095
5,Cruzeiro,28,13,8,7,11,47,2017,14202,74.83,35,24,1.458,0.5595238095238095
6,Flamengo RJ,28,11,10,7,10,43,2017,11952,84.08,36,26,1.385,0.5119047619047619
7,Botafogo - RJ,28,12,7,9,6,43,2017,10936,30.2,36,30,1.2,0.5119047619047619
8,Vasco da Gama,28,11,6,11,-9,39,2017,10040,35.85,29,38,0.763,0.4642857142857143
9,Atlético Mineiro,28,10,8,10,-1,38,2017,14320,78.1,31,32,0.969,0.4523809523809524
10,Bahia - BA,28,9,8,11,1,35,2017,6698,34.25,36,35,1.029,0.4166666666666667
11,Fluminense RJ,28,8,11,9,-1,35,2017,11628,36.55,36,37,0.973,0.4166666666666667
12,Athletico Paranaense,28,9,8,11,-2,35,2017,11012,43.68,32,34,0.941,0.4166666666666667
13,São Paulo FC,28,9,7,12,-3,34,2017,12430,92.05,36,39,0.923,0.40476190476190477
14,Sport - PE,28,9,7,12,-6,34,2017,8019,42.9,34,40,0.85,0.40476190476190477
15,Vitória - BA,28,9,6,13,-7,33,2017,7547,38.75,35,42,0.833,0.39285714285714285
16,Ponte Preta,28,8,8,12,-7,32,2017,9076,33.45,29,36,0.806,0.38095238095238093
17,Chapecoense,28,9,5,14,-10,32,2017,7596,36.93,31,41,0.756,0.38095238095238093
18,Avaí - SC,28,7,9,12,-16,30,2017,5894,4.9,17,33,0.515,0.35714285714285715
19,Coritiba FC,28,7,7,14,-11,28,2017,9414,30.08,26,37,0.703,0.3333333333333333
20,Atlético Goianiense,28,7,5,16,-17,26,2017,5443,14.9,28,45,0.622,0.30952380952380953
1,Corinthians SP,29,17,8,4,21,59,2017,14428,49.5,39,18,2.167,0.6781609195402298
2,Grêmio Porto Alegre,29,15,5,9,19,50,2017,15028,59.45,42,23,1.826,0.5747126436781609
3,Palmeiras,29,15,5,9,13,50,2017,14720,67.4,43,30,1.433,0.5747126436781609
4,Santos FC,29,13,11,5,11,50,2017,14574,54.35,31,20,1.55,0.5747126436781609
5,Cruzeiro,29,13,8,8,10,47,2017,14202,74.83,35,25,1.4,0.5402298850574713
6,Flamengo RJ,29,12,10,7,13,46,2017,11952,84.08,40,27,1.481,0.5287356321839081
7,Botafogo - RJ,29,12,8,9,6,44,2017,10936,30.2,37,31,1.194,0.5057471264367817
8,Vasco da Gama,29,12,6,11,-8,42,2017,10040,35.85,30,38,0.789,0.4827586206896552
9,Fluminense RJ,29,9,11,9,1,38,2017,11628,36.55,39,38,1.026,0.4367816091954023
10,Athletico Paranaense,29,10,8,11,-1,38,2017,11012,43.68,35,36,0.972,0.4367816091954023
11,Atlético Mineiro,29,10,8,11,-2,38,2017,14320,78.1,33,35,0.943,0.4367816091954023
12,Bahia - BA,29,9,8,12,-2,35,2017,6698,34.25,37,39,0.949,0.40229885057471265
13,Sport - PE,29,9,8,12,-6,35,2017,8019,42.9,35,41,0.854,0.40229885057471265
14,Chapecoense,29,10,5,14,-9,35,2017,7596,36.93,34,43,0.791,0.40229885057471265
15,São Paulo FC,29,9,7,13,-5,34,2017,12430,92.05,37,42,0.881,0.39080459770114945
16,Vitória - BA,29,9,6,14,-8,33,2017,7547,38.75,37,45,0.822,0.3793103448275862
17,Ponte Preta,29,8,8,13,-9,32,2017,9076,33.45,29,38,0.763,0.367816091954023
18,Coritiba FC,29,8,7,14,-10,31,2017,9414,30.08,27,37,0.73,0.3563218390804598
19,Avaí - SC,29,7,10,12,-16,31,2017,5894,4.9,18,34,0.529,0.3563218390804598
20,Atlético Goianiense,29,7,5,17,-18,26,2017,5443,14.9,28,46,0.609,0.2988505747126437
1,Corinthians SP,30,17,8,5,20,59,2017,14428,49.5,40,20,2.0,0.6555555555555556
2,Palmeiras,30,16,5,9,15,53,2017,14720,67.4,46,31,1.484,0.5888888888888889
3,Santos FC,30,14,11,5,12,53,2017,14574,54.35,32,20,1.6,0.5888888888888889
4,Grêmio Porto Alegre,30,15,5,10,17,50,2017,15028,59.45,43,26,1.654,0.5555555555555556
5,Cruzeiro,30,13,8,9,8,47,2017,14202,74.83,36,28,1.286,0.5222222222222223
6,Botafogo - RJ,30,13,8,9,7,47,2017,10936,30.2,39,32,1.219,0.5222222222222223
7,Flamengo RJ,30,12,10,8,11,46,2017,11952,84.08,40,29,1.379,0.5111111111111111
8,Vasco da Gama,30,12,7,11,-8,43,2017,10040,35.85,31,39,0.795,0.4777777777777778
9,Athletico Paranaense,30,11,8,11,0,41,2017,11012,43.68,37,37,1.0,0.45555555555555555
10,Atlético Mineiro,30,11,8,11,0,41,2017,14320,78.1,36,36,1.0,0.45555555555555555
11,Bahia - BA,30,10,8,12,-1,38,2017,6698,34.25,39,40,0.975,0.4222222222222222
12,Fluminense RJ,30,9,11,10,-1,38,2017,11628,36.55,39,40,0.975,0.4222222222222222
13,Chapecoense,30,11,5,14,-7,38,2017,7596,36.93,36,43,0.837,0.4222222222222222
14,São Paulo FC,30,10,7,13,-3,37,2017,12430,92.05,39,42,0.929,0.4111111111111111
15,Sport - PE,30,9,8,13,-7,35,2017,8019,42.9,36,43,0.837,0.3888888888888889
16,Avaí - SC,30,8,10,12,-15,34,2017,5894,4.9,20,35,0.571,0.37777777777777777
17,Vitória - BA,30,9,6,15,-9,33,2017,7547,38.75,38,47,0.809,0.36666666666666664
18,Ponte Preta,30,8,8,14,-10,32,2017,9076,33.45,30,40,0.75,0.35555555555555557
19,Coritiba FC,30,8,8,14,-10,32,2017,9414,30.08,28,38,0.737,0.35555555555555557
20,Atlético Goianiense,30,7,5,18,-19,26,2017,5443,14.9,28,47,0.596,0.28888888888888886
1,Corinthians SP,31,17,8,6,19,59,2017,14428,49.5,40,21,1.905,0.6344086021505376
2,Palmeiras,31,16,6,9,15,54,2017,14720,67.4,48,33,1.455,0.5806451612903226
3,Santos FC,31,14,11,6,11,53,2017,14574,54.35,33,22,1.5,0.5698924731182796
4,Grêmio Porto Alegre,31,15,6,10,17,51,2017,15028,59.45,45,28,1.607,0.5483870967741935
5,Cruzeiro,31,13,9,9,8,48,2017,14202,74.83,38,30,1.267,0.5161290322580645
6,Botafogo - RJ,31,13,9,9,7,48,2017,10936,30.2,39,32,1.219,0.5161290322580645
7,Flamengo RJ,31,12,11,8,11,47,2017,11952,84.08,40,29,1.379,0.5053763440860215
8,Vasco da Gama,31,12,8,11,-8,44,2017,10040,35.85,31,39,0.795,0.4731182795698925
9,Athletico Paranaense,31,11,9,11,0,42,2017,11012,43.68,37,37,1.0,0.45161290322580644
10,Atlético Mineiro,31,11,9,11,0,42,2017,14320,78.1,36,36,1.0,0.45161290322580644
11,São Paulo FC,31,11,7,13,-2,40,2017,12430,92.05,41,43,0.953,0.43010752688172044
12,Bahia - BA,31,10,9,12,-1,39,2017,6698,34.25,40,41,0.976,0.41935483870967744
13,Fluminense RJ,31,9,12,10,-1,39,2017,11628,36.55,40,41,0.976,0.41935483870967744
14,Chapecoense,31,11,6,14,-7,39,2017,7596,36.93,36,43,0.837,0.41935483870967744
15,Sport - PE,31,9,8,14,-8,35,2017,8019,42.9,39,47,0.83,0.3763440860215054
16,Coritiba FC,31,9,8,14,-9,35,2017,9414,30.08,32,41,0.78,0.3763440860215054
17,Ponte Preta,31,9,8,14,-9,35,2017,9076,33.45,31,40,0.775,0.3763440860215054
18,Avaí - SC,31,8,11,12,-15,35,2017,5894,4.9,22,37,0.595,0.3763440860215054
19,Vitória - BA,31,9,7,15,-9,34,2017,7547,38.75,39,48,0.812,0.3655913978494624
20,Atlético Goianiense,31,7,6,18,-19,27,2017,5443,14.9,29,48,0.604,0.2903225806451613
1,Corinthians SP,32,18,8,6,20,62,2017,14428,49.5,43,23,1.87,0.6458333333333334
2,Santos FC,32,15,11,6,13,56,2017,14574,54.35,36,23,1.565,0.5833333333333334
3,Grêmio Porto Alegre,32,16,6,10,19,54,2017,15028,59.45,48,29,1.655,0.5625
4,Palmeiras,32,16,6,10,14,54,2017,14720,67.4,50,36,1.389,0.5625
5,Cruzeiro,32,14,9,9,9,51,2017,14202,74.83,39,30,1.3,0.53125
6,Botafogo - RJ,32,13,9,10,6,48,2017,10936,30.2,40,34,1.176,0.5
7,Flamengo RJ,32,12,11,9,9,47,2017,11952,84.08,41,32,1.281,0.4895833333333333
8,Vasco da Gama,32,12,9,11,-8,45,2017,10040,35.85,32,40,0.8,0.46875
9,São Paulo FC,32,12,7,13,-1,43,2017,12430,92.05,42,43,0.977,0.4479166666666667
10,Bahia - BA,32,11,9,12,1,42,2017,6698,34.25,42,41,1.024,0.4375
11,Fluminense RJ,32,10,12,10,0,42,2017,11628,36.55,42,42,1.0,0.4375
12,Athletico Paranaense,32,11,9,12,-1,42,2017,11012,43.68,37,38,0.974,0.4375
13,Atlético Mineiro,32,11,9,12,-2,42,2017,14320,78.1,37,39,0.949,0.4375
14,Chapecoense,32,11,7,14,-7,40,2017,7596,36.93,37,44,0.841,0.4166666666666667
15,Coritiba FC,32,10,8,14,-5,38,2017,9414,30.08,36,41,0.878,0.3958333333333333
16,Sport - PE,32,9,9,14,-8,36,2017,8019,42.9,40,48,0.833,0.375
17,Vitória - BA,32,9,8,15,-9,35,2017,7547,38.75,40,49,0.816,0.3645833333333333
18,Ponte Preta,32,9,8,15,-11,35,2017,9076,33.45,31,42,0.738,0.3645833333333333
19,Avaí - SC,32,8,11,13,-19,35,2017,5894,4.9,22,41,0.537,0.3645833333333333
20,Atlético Goianiense,32,7,6,19,-20,27,2017,5443,14.9,29,49,0.592,0.28125
1,Corinthians SP,33,19,8,6,21,65,2017,14428,49.5,44,23,1.913,0.6565656565656566
2,Grêmio Porto Alegre,33,17,6,10,20,57,2017,15028,59.45,49,29,1.69,0.5757575757575758
3,Santos FC,33,15,11,7,12,56,2017,14574,54.35,37,25,1.48,0.5656565656565656
4,Palmeiras,33,16,6,11,12,54,2017,14720,67.4,51,39,1.308,0.5454545454545454
5,Botafogo - RJ,33,14,9,10,7,51,2017,10936,30.2,42,35,1.2,0.5151515151515151
6,Cruzeiro,33,14,9,10,7,51,2017,14202,74.83,39,32,1.219,0.5151515151515151
7,Flamengo RJ,33,13,11,9,11,50,2017,11952,84.08,43,32,1.344,0.5050505050505051
8,Vasco da Gama,33,13,9,11,-7,48,2017,10040,35.85,34,41,0.829,0.48484848484848486
9,Bahia - BA,33,12,9,12,2,45,2017,6698,34.25,44,42,1.048,0.45454545454545453
10,Atlético Mineiro,33,12,9,12,-1,45,2017,14320,78.1,40,41,0.976,0.45454545454545453
11,São Paulo FC,33,12,8,13,-1,44,2017,12430,92.05,44,45,0.978,0.4444444444444444
12,Fluminense RJ,33,10,13,10,0,43,2017,11628,36.55,44,44,1.0,0.43434343434343436
13,Athletico Paranaense,33,11,9,13,-2,42,2017,11012,43.68,37,39,0.949,0.42424242424242425
14,Chapecoense,33,11,8,14,-7,41,2017,7596,36.93,39,46,0.848,0.41414141414141414
15,Coritiba FC,33,10,9,14,-5,39,2017,9414,30.08,38,43,0.884,0.3939393939393939
16,Vitória - BA,33,10,8,15,-7,38,2017,7547,38.75,43,50,0.86,0.3838383838383838
17,Sport - PE,33,9,9,15,-9,36,2017,8019,42.9,41,50,0.82,0.36363636363636365
18,Ponte Preta,33,9,8,16,-12,35,2017,9076,33.45,31,43,0.721,0.35353535353535354
19,Avaí - SC,33,8,11,14,-20,35,2017,5894,4.9,23,43,0.535,0.35353535353535354
20,Atlético Goianiense,33,7,6,20,-21,27,2017,5443,14.9,31,52,0.596,0.2727272727272727
1,Corinthians SP,34,20,8,6,22,68,2017,14428,49.5,45,23,1.957,0.6666666666666666
2,Grêmio Porto Alegre,34,17,7,10,20,58,2017,15028,59.45,50,30,1.667,0.5686274509803921
3,Palmeiras,34,17,6,11,14,57,2017,14720,67.4,53,39,1.359,0.5588235294117647
4,Santos FC,34,15,11,8,10,56,2017,14574,54.35,37,27,1.37,0.5490196078431373
5,Cruzeiro,34,15,9,10,9,54,2017,14202,74.83,42,33,1.273,0.5294117647058824
6,Botafogo - RJ,34,14,9,11,6,51,2017,10936,30.2,42,36,1.167,0.5
7,Flamengo RJ,34,13,11,10,9,50,2017,11952,84.08,43,34,1.265,0.49019607843137253
8,Vasco da Gama,34,13,10,11,-7,49,2017,10040,35.85,35,42,0.833,0.4803921568627451
9,Bahia - BA,34,12,10,12,2,46,2017,6698,34.25,46,44,1.045,0.45098039215686275
10,Atlético Mineiro,34,12,10,12,-1,46,2017,14320,78.1,42,43,0.977,0.45098039215686275
11,São Paulo FC,34,12,9,13,-1,45,2017,12430,92.05,45,46,0.978,0.4411764705882353
12,Athletico Paranaense,34,12,9,13,-1,45,2017,11012,43.68,38,39,0.974,0.4411764705882353
13,Chapecoense,34,12,8,14,-5,44,2017,7596,36.93,41,46,0.891,0.43137254901960786
14,Fluminense RJ,34,10,13,11,-2,43,2017,11628,36.55,45,47,0.957,0.4215686274509804
15,Coritiba FC,34,10,10,14,-5,40,2017,9414,30.08,39,44,0.886,0.39215686274509803
16,Vitória - BA,34,10,9,15,-7,39,2017,7547,38.75,44,51,0.863,0.38235294117647056
17,Sport - PE,34,9,9,16,-11,36,2017,8019,42.9,41,52,0.788,0.35294117647058826
18,Ponte Preta,34,9,9,16,-12,36,2017,9076,33.45,32,44,0.727,0.35294117647058826
19,Avaí - SC,34,8,11,15,-21,35,2017,5894,4.9,23,44,0.523,0.3431372549019608
20,Atlético Goianiense,34,8,6,20,-19,30,2017,5443,14.9,33,52,0.635,0.29411764705882354
1,Corinthians SP,35,21,8,6,24,71,2017,14428,49.5,48,24,2.0,0.6761904761904762
2,Grêmio Porto Alegre,35,18,7,10,21,61,2017,15028,59.45,51,30,1.7,0.580952380952381
3,Palmeiras,35,18,6,11,18,60,2017,14720,67.4,58,40,1.45,0.5714285714285714
4,Santos FC,35,15,11,9,8,56,2017,14574,54.35,38,30,1.267,0.5333333333333333
5,Cruzeiro,35,15,10,10,9,55,2017,14202,74.83,44,35,1.257,0.5238095238095238
6,Botafogo - RJ,35,14,9,12,5,51,2017,10936,30.2,43,38,1.132,0.4857142857142857
7,Flamengo RJ,35,13,11,11,8,50,2017,11952,84.08,43,35,1.229,0.47619047619047616
8,Vasco da Gama,35,13,11,11,-7,50,2017,10040,35.85,36,43,0.837,0.47619047619047616
9,Bahia - BA,35,13,10,12,4,49,2017,6698,34.25,49,45,1.089,0.4666666666666667
10,Chapecoense,35,13,8,14,-4,47,2017,7596,36.93,43,47,0.915,0.44761904761904764
11,Atlético Mineiro,35,12,11,12,-1,47,2017,14320,78.1,43,44,0.977,0.44761904761904764
12,São Paulo FC,35,12,9,14,-2,45,2017,12430,92.05,45,47,0.957,0.42857142857142855
13,Athletico Paranaense,35,12,9,14,-2,45,2017,11012,43.68,39,41,0.951,0.42857142857142855
14,Fluminense RJ,35,10,13,12,-4,43,2017,11628,36.55,46,50,0.92,0.4095238095238095
15,Coritiba FC,35,11,10,14,-4,43,2017,9414,30.08,40,44,0.909,0.4095238095238095
16,Vitória - BA,35,10,9,16,-8,39,2017,7547,38.75,45,53,0.849,0.37142857142857144
17,Ponte Preta,35,10,9,16,-11,39,2017,9076,33.45,34,45,0.756,0.37142857142857144
18,Sport - PE,35,9,9,17,-15,36,2017,8019,42.9,42,57,0.737,0.34285714285714286
19,Avaí - SC,35,8,12,15,-21,36,2017,5894,4.9,25,46,0.543,0.34285714285714286
20,Atlético Goianiense,35,9,6,20,-18,33,2017,5443,14.9,35,53,0.66,0.3142857142857143
1,Corinthians SP,36,21,8,7,21,71,2017,14428,49.5,48,27,1.778,0.6574074074074074
2,Grêmio Porto Alegre,36,18,7,11,20,61,2017,15028,59.45,51,31,1.645,0.5648148148148148
3,Palmeiras,36,18,6,12,17,60,2017,14720,67.4,59,42,1.405,0.5555555555555556
4,Santos FC,36,16,11,9,9,59,2017,14574,54.35,39,30,1.3,0.5462962962962963
5,Cruzeiro,36,15,11,10,9,56,2017,14202,74.83,45,36,1.25,0.5185185185185185
6,Flamengo RJ,36,14,11,11,11,53,2017,11952,84.08,46,35,1.314,0.49074074074074076
7,Botafogo - RJ,36,14,10,12,5,52,2017,10936,30.2,43,38,1.132,0.48148148148148145
8,Vasco da Gama,36,13,11,12,-9,50,2017,10040,35.85,37,46,0.804,0.46296296296296297
9,Atlético Mineiro,36,13,11,12,2,50,2017,14320,78.1,46,44,1.045,0.46296296296296297
10,Bahia - BA,36,13,10,13,3,49,2017,6698,34.25,49,46,1.065,0.4537037037037037
11,Athletico Paranaense,36,13,9,14,0,48,2017,11012,43.68,42,42,1.0,0.4444444444444444
12,Chapecoense,36,13,9,14,-4,48,2017,7596,36.93,44,48,0.917,0.4444444444444444
13,Fluminense RJ,36,11,13,12,-2,46,2017,11628,36.55,48,50,0.96,0.42592592592592593
14,São Paulo FC,36,12,10,14,-2,46,2017,12430,92.05,45,47,0.957,0.42592592592592593
15,Coritiba FC,36,11,10,15,-7,43,2017,9414,30.08,40,47,0.851,0.39814814814814814
16,Vitória - BA,36,10,10,16,-8,40,2017,7547,38.75,46,54,0.852,0.37037037037037035
17,Ponte Preta,36,10,9,17,-13,39,2017,9076,33.45,34,47,0.723,0.3611111111111111
18,Sport - PE,36,10,9,17,-14,39,2017,8019,42.9,43,57,0.754,0.3611111111111111
19,Avaí - SC,36,9,12,15,-20,39,2017,5894,4.9,27,47,0.574,0.3611111111111111
20,Atlético Goianiense,36,9,7,20,-18,34,2017,5443,14.9,36,54,0.667,0.3148148148148148
1,Corinthians SP,37,21,9,7,21,72,2017,14428,49.5,50,29,1.724,0.6486486486486487
2,Palmeiras,37,19,6,12,19,63,2017,14720,67.4,61,42,1.452,0.5675675675675675
3,Grêmio Porto Alegre,37,18,8,11,20,62,2017,15028,59.45,52,32,1.625,0.5585585585585585
4,Santos FC,37,17,11,9,10,62,2017,14574,54.35,41,31,1.323,0.5585585585585585
5,Cruzeiro,37,15,11,11,8,56,2017,14202,74.83,45,37,1.216,0.5045045045045045
6,Flamengo RJ,37,14,11,12,10,53,2017,11952,84.08,47,37,1.27,0.4774774774774775
7,Vasco da Gama,37,14,11,12,-8,53,2017,10040,35.85,38,46,0.826,0.4774774774774775
8,Botafogo - RJ,37,14,10,13,3,52,2017,10936,30.2,43,40,1.075,0.46846846846846846
9,Chapecoense,37,14,9,14,-3,51,2017,7596,36.93,45,48,0.938,0.4594594594594595
10,Atlético Mineiro,37,13,12,12,2,51,2017,14320,78.1,48,46,1.043,0.4594594594594595
11,Bahia - BA,37,13,10,14,2,49,2017,6698,34.25,49,47,1.043,0.44144144144144143
12,São Paulo FC,37,13,10,14,-1,49,2017,12430,92.05,47,48,0.979,0.44144144144144143
13,Athletico Paranaense,37,13,9,15,-1,48,2017,11012,43.68,42,43,0.977,0.43243243243243246
14,Fluminense RJ,37,11,13,13,-3,46,2017,11628,36.55,49,52,0.942,0.4144144144144144
15,Vitória - BA,37,11,10,16,-7,43,2017,7547,38.75,49,56,0.875,0.38738738738738737
16,Coritiba FC,37,11,10,16,-8,43,2017,9414,30.08,41,49,0.837,0.38738738738738737
17,Sport - PE,37,11,9,17,-13,42,2017,8019,42.9,45,58,0.776,0.3783783783783784
18,Avaí - SC,37,10,12,15,-19,42,2017,5894,4.9,28,47,0.596,0.3783783783783784
19,Ponte Preta,37,10,9,18,-14,39,2017,9076,33.45,36,50,0.72,0.35135135135135137
20,Atlético Goianiense,37,9,8,20,-18,35,2017,5443,14.9,37,55,0.673,0.3153153153153153
1,Corinthians SP,38,21,9,8,20,72,2017,14428,49.5,50,30,1.667,0.631578947368421
2,Palmeiras,38,19,6,13,16,63,2017,14720,67.4,61,45,1.356,0.5526315789473685
3,Santos FC,38,17,12,9,10,63,2017,14574,54.35,42,32,1.312,0.5526315789473685
4,Grêmio Porto Alegre,38,18,8,12,19,62,2017,15028,59.45,55,36,1.528,0.543859649122807
5,Cruzeiro,38,15,12,11,8,57,2017,14202,74.83,47,39,1.205,0.5
6,Flamengo RJ,38,15,11,12,11,56,2017,11952,84.08,49,38,1.289,0.49122807017543857
7,Vasco da Gama,38,15,11,12,-7,56,2017,10040,35.85,40,47,0.851,0.49122807017543857
8,Chapecoense,38,15,9,14,-2,54,2017,7596,36.93,47,49,0.959,0.47368421052631576
9,Atlético Mineiro,38,14,12,12,3,54,2017,14320,78.1,52,49,1.061,0.47368421052631576
10,Botafogo - RJ,38,14,11,13,3,53,2017,10936,30.2,45,42,1.071,0.4649122807017544
11,Athletico Paranaense,38,14,9,15,2,51,2017,11012,43.68,45,43,1.047,0.4473684210526316
12,Bahia - BA,38,13,11,14,2,50,2017,6698,34.25,50,48,1.042,0.43859649122807015
13,São Paulo FC,38,13,11,14,-1,50,2017,12430,92.05,48,49,0.98,0.43859649122807015
14,Fluminense RJ,38,11,14,13,-3,47,2017,11628,36.55,50,53,0.943,0.41228070175438597
15,Sport - PE,38,12,9,17,-12,45,2017,8019,42.9,46,58,0.793,0.39473684210526316
16,Vitória - BA,38,11,10,17,-8,43,2017,7547,38.75,50,58,0.862,0.37719298245614036
17,Coritiba FC,38,11,10,17,-9,43,2017,9414,30.08,42,51,0.824,0.37719298245614036
18,Avaí - SC,38,10,13,15,-19,43,2017,5894,4.9,29,48,0.604,0.37719298245614036
19,Ponte Preta,38,10,9,19,-15,39,2017,9076,33.45,37,52,0.712,0.34210526315789475
20,Atlético Goianiense,38,9,9,20,-18,36,2017,5443,14.9,38,56,0.679,0.3157894736842105
1,Athletico Paranaense,1,1,0,0,4,3,2018,11718,37.65,5,1,5.0,1.0
2,América - MG,1,1,0,0,3,3,2018,6255,27.35,3,0,1.0,1.0
3,Internacional,1,1,0,0,2,3,2018,11368,55.75,2,0,1.0,1.0
4,Santos FC,1,1,0,0,2,3,2018,14884,68.0,2,0,1.0,1.0
5,Corinthians SP,1,1,0,0,1,3,2018,14076,61.4,2,1,2.0,1.0
6,Vasco da Gama,1,1,0,0,1,3,2018,9322,41.58,2,1,2.0,1.0
7,Grêmio Porto Alegre,1,1,0,0,1,3,2018,15092,67.6,1,0,1.0,1.0
8,São Paulo FC,1,1,0,0,1,3,2018,11098,70.88,1,0,1.0,1.0
9,Flamengo RJ,1,0,1,0,0,1,2018,12796,67.38,2,2,1.0,0.3333333333333333
10,Vitória - BA,1,0,1,0,0,1,2018,7690,43.9,2,2,1.0,0.3333333333333333
11,Botafogo - RJ,1,0,1,0,0,1,2018,11958,25.55,1,1,1.0,0.3333333333333333
12,Palmeiras,1,0,1,0,0,1,2018,15288,88.33,1,1,1.0,0.3333333333333333
13,Atlético Mineiro,1,0,0,1,-1,0,2018,14312,61.35,1,2,0.5,0.0
14,Fluminense RJ,1,0,0,1,-1,0,2018,10926,30.8,1,2,0.5,0.0
15,Cruzeiro,1,0,0,1,-1,0,2018,15288,62.25,0,1,0.0,0.0
16,Paraná Clube,1,0,0,1,-1,0,2018,5244,18.48,0,1,0.0,0.0
17,Bahia - BA,1,0,0,1,-2,0,2018,6647,34.9,0,2,0.0,0.0
18,Sport - PE,1,0,0,1,-3,0,2018,8770,30.95,0,3,0.0,0.0
19,Chapecoense,1,0,0,1,-4,0,2018,9010,32.03,1,5,0.2,0.0
20,Ceará - CE,1,0,0,1,-2,0,2018,5553,27.7,0,2,0.0,0.0
